#chrom	chromStart	chromEnd	name	strand	protAltShortNames	geneName	geneSynonyms
chr1	156084709	156108894	P02545-1	+		LMNA	LMN1
chr1	156124369	156146785	Q9H3S1-1	+	Sema B	SEMA4A	SEMAB; SEMB
chr1	156169638	156180219	Q96H78	+		SLC25A44	KIAA0446
chr1	156182806	156209389	Q6P1K2-1	+		PMF1	
chr1	156212022	156212950	P02818	+	BGP	BGLAP	
chr1	156213922	156216522	Q6TCH4-1	-		PAQR6	
chr1	156220380	156252471	Q9UPR3	-	hSMG-5	SMG5	EST1B; KIAA1089
chr1	156255017	156261386	Q9BSE2	+		TMEM79	MATT
chr1	156262837	156265436	Q8WWB7-1	-		GLMP	C1orf85
chr1	156268563	156268980	Q6RSH7	-		VHLL	VLP
chr1	156278992	156307975	P49368-1	-		CCT3	CCTG; TRIC5
chr1	156309548	156316770	Q96A04	+	SSTK-IP	TSACC	C1orf182
chr1	156339040	156354582	Q9H310-1	+	Rh family type B glycoprotein; Rh type B glycoprotein	RHBG	
chr1	156374348	156386631	Q13536	-		C1orf61	CROC4
chr1	156437439	156453084	Q14814-1	-		MEF2D	
chr1	156496280	156542321	Q86VI3	-		IQGAP3	
chr1	156551156	156556339	A2A3L6	+		TTC24	
chr1	156561596	156563873	Q8NCW5-1	+	AI-BP; YjeF_N1	NAXE	AIBP; APOA1BP; YJEFN1
chr1	156564974	156568838	Q5T3I0-1	-		GPATCH4	GPATC4
chr1	156593282	156595173	Q9GZV7	+		HAPLN2	BRAL1
chr1	156615846	156628923	Q96GW7-1	+	BEHAB	BCAN	BEHAB; CSPG7
chr1	156639116	156647056	P48681	-		NES	
chr1	156669820	156675238	P29373	-	CRABP-II	CRABP2	
chr1	156693143	156697444	Q9H9L3	-		ISG20L2	
chr1	156698896	156706542	Q96FB5-1	+		RRNAD1	C1orf66
chr1	156707192	156708496	Q96A35	-		MRPL24	
chr1	156713243	156721221	P51858-1	-	HMG-1L2	HDGF	HMG1L2
chr1	156737563	156770249	Q92733	+		PRCC	TPRC
chr1	156776972	156786500	Q9NP31-1	-	TSAd	SH2D2A	SCAP; TSAD; VRAP
chr1	156810667	156828413	P14616	-		INSRR	IRR
chr1	156830726	156851431	P04629-1	+	Trk-A	NTRK1	MTC; TRK; TRKA
chr1	156873718	156884587	Q5VY43	+	Multiple EGF-like domains protein 12	PEAR1	MEGF12
chr1	156890595	156902758	Q8N4P6-1	+		LRRC71	C1orf92
chr1	156905794	157014122	O15085-1	-		ARHGEF11	KIAA0380
chr1	157062443	157069315	Q6ZN32	-		ETV3L	
chr1	157094635	157106144	P41162-1	-	PE-1	ETV3	METS; PE1
chr1	157485467	157522152	Q96RD9-1	-	FcRH5	FCRL5	FCRH5; IRTA2
chr1	157545316	157567734	Q96PJ5-1	-	FcRH4; hIFGP2	FCRL4	FCRH4; IFGP2; IRTA1
chr1	157648502	157670279	Q96P31-1	-	FcRH3; hIFGP3	FCRL3	FCRH3; IFGP3; IRTA3; SPAP2
chr1	157716528	157746863	Q96LA5-1	-	FcRH2	FCRL2	FCRH2; IFGP4; IRTA4; SPAP1
chr1	157765891	157789827	Q96LA6-1	-	FcRH1; hIFGP1	FCRL1	FCRH1; IFGP1; IRTA5
chr1	157801756	157811491	O43866	-	hAIM	CD5L	API6
chr1	157963466	158064907	Q96J84-1	+		KIRREL	KIRREL1; NEPH1
chr1	158150891	158153937	P15813	+		CD1D	
chr1	158224459	158227477	P06126	+	hTa1 thymocyte antigen	CD1A	
chr1	158259854	158263263	P29017	+		CD1C	
chr1	158298028	158301213	P29016-1	-		CD1B	
chr1	158323778	158326683	P15812-1	+		CD1E	
chr1	158368314	158369256	Q8NGX3	-		OR10T2	
chr1	158389720	158390656	Q6IF99	-		OR10K2	
chr1	158435351	158436290	Q8NGX5	+		OR10K1	
chr1	158449667	158450672	Q8NGX6	+		OR10R2	
chr1	158516920	158517895	Q8NGX8	-		OR6Y1	OR6Y2
chr1	158532443	158533394	Q8NGX9	-		OR6P1	
chr1	158548711	158549689	Q8NGY0	-		OR10X1	OR10X1P
chr1	158576228	158577167	Q8NGY1	+		OR10Z1	
chr1	158581056	158656307	P02549-1	-		SPTA1	SPTA
chr1	158669470	158670442	Q8NGY2	-		OR6K2	
chr1	158686960	158687905	Q8NGY3	-		OR6K3	
chr1	158724605	158725634	Q8NGW6	+		OR6K6	
chr1	158735536	158736472	Q8NGY5	-		OR6N1	
chr1	158746474	158747425	Q8NGY6	-		OR6N2	
chr1	158811943	158819024	P41218	+		MNDA	
chr1	158906700	158943553	Q6K0P9-1	+		PYHIN1	IFIX
chr1	158984470	159024688	Q16666-1	+		IFI16	IFNGIP1
chr1	159032484	159043289	O14862	-		AIM2	
chr1	159141555	159170709	Q8N126-1	+	IgSF4B; NECL-1; SynCAM3; TSLL1	CADM3	IGSF4B; NECL1; SYNCAM3; TSLL1
chr1	159174749	159176237	Q16570-1	+	GpFy	ACKR1	DARC; FY; GPD
chr1	159272154	159277719	P12319	+	FcERI	FCER1A	FCE1A
chr1	159283462	159284449	Q5JRS4	-		OR10J3	OR10J3P
chr1	159409548	159410508	P30954	+		OR10J1	
chr1	159504870	159505797	Q8NHC4	-		OR10J5	
chr1	159557711	159558495	P02743	+		APCS	PTX2
chr1	159683317	159684275	P02741-1	-		CRP	PTX1
chr1	159750890	159752125	Q9BVJ7	+	LDP-3	DUSP23	LDP3; VHZ
chr1	159772214	159785448	Q6DN72-1	+	FcRH6	FCRL6	FCRH6
chr1	159796688	159805047	Q9P0V8-1	+		SLAMF8	BLAME
chr1	159824545	159832311	Q5VU13-1	-		VSIG8	C1orf204
chr1	159842277	159869888	Q9UL16-1	-		CFAP45	CCDC19; NESG1
chr1	159888592	159890299	P37802-1	-		TAGLN2	KIAA0120
chr1	159897137	159913244	Q9P2J2-1	-	IgSF9A	IGSF9	IGSF9A; KIAA1355; NRT1
chr1	159921453	159923927	Q96A28-1	-	CD2F-10; CD84-H1	SLAMF9	CD2F10
chr1	160000260	160001529	Q9H3S5	-	GPI-MT-I; PIG-M	PIGM	
chr1	160011185	160012322	P78508	-		KCNJ10	
chr1	160053820	160057604	Q92806	+		KCNJ9	GIRK3
chr1	160061615	160068262	Q969P0-1	-	EWI-2; KCT-4; PGRL	IGSF8	CD81P3; EWI2; KCT4
chr1	160085651	160111109	P50993	+		ATP1A2	KIAA0778
chr1	160121830	160156486	Q13733-1	+		ATP1A4	ATP1AL2
chr1	160160541	160171163	P31415	+		CASQ1	CASQ
chr1	160181334	160183273	Q15121-1	+	PED	PEA15	
chr1	160187384	160213798	Q5TAQ9-1	-		DCAF8	H326; WDR42A
chr1	160249343	160254914	P40855-1	-		PEX19	HK33; PXF
chr1	160259949	160312960	P53621-1	-	Alpha-COP; HEPCOP	COPA	
chr1	160313186	160328058	Q92542-1	+		NCSTN	KIAA0253
chr1	160340521	160340920	Q02575	+	bHLHa35; NSCL-1	NHLH1	BHLHA35; HEN1
chr1	160385627	160395165	Q9ULK5	+		VANGL2	KIAA1215; STB1
chr1	160456499	160492982	Q96DU3-1	-	NTB-A	SLAMF6	KALI
chr1	160518048	160549227	Q9UIB8-1	-		CD84	SLAMF5
chr1	160580540	160616735	Q13291-1	-		SLAMF1	SLAM
chr1	160648844	160681553	P09326-1	-	SLAMF2	CD48	BCM1; BLAST1
chr1	160709091	160722964	Q9NQ25-1	+	CRACC	SLAMF7	CS1
chr1	160765977	160797603	Q9HBG7-1	+	SLAMF3	LY9	
chr1	160801139	160832467	Q9BZW8-1	-	NAIL; NKR2B4; h2B4; SLAMF4	CD244	2B4
chr1	160846456	160854667	Q8WWA0	-		ITLN1	INTL; ITLN; LFR
chr1	160914932	160924531	Q8WWU7-1	-		ITLN2	
chr1	160968663	160990863	Q9Y624-1	-	JAM-1; PAM-1	F11R	JAM1; JCAM
chr1	161007567	161008679	Q8NFU3-1	-		TSTD1	KAT
chr1	161009712	161013065	P22415-1	-	bHLHb11	USF1	BHLHB11; USF
chr1	161017507	161039414	Q7Z6I6-1	-		ARHGAP30	
chr1	161042453	161059086	Q96NY8-1	-		NECTIN4	LNIR; PRR4; PVRL4
chr1	161068325	161070011	Q8NEP7-1	+		KLHDC9	KARCA1
chr1	161070475	161087816	Q9UHV9	-		PFDN2	PFD2
chr1	161087966	161090552	Q86X76-1	+		NIT1	
chr1	161091939	161094252	O75618-1	-		DEDD	DEDPRO1; DEFT
chr1	161123787	161128279	Q9Y3C8	+		UFC1	
chr1	161130430	161135234	Q9UK80-1	+		USP21	USP23
chr1	161136637	161140963	P50336	+		PPOX	
chr1	161141608	161145850	O60512-1	-		B4GALT3	
chr1	161160930	161168417	O75173-1	-		ADAMTS4	KIAA0688
chr1	161172175	161183980	O75306-1	+	CI-49kD	NDUFS2	
chr1	161185111	161188730	P30273	+	FcRgamma; FceRI gamma	FCER1G	
chr1	161192197	161193191	P02652	-		APOA2	
chr1	161196279	161198882	Q969M1-1	+		TOMM40L	TOMM40B
chr1	161199589	161206355	Q14994-1	-	Constitutive active response; CAR	NR1I3	CAR
chr1	161228764	161254268	A6NKN8	+		PCP4L1	IQM1
chr1	161275668	161279695	P25189-1	-	MPP	MPZ	
chr1	161284195	161332220	Q99643-1	+	QPs1; CYBL	SDHC	CYB560; SDH3
chr1	161334757	161337658	Q5VTH2	-		CFAP126	C1orf192; FLTP
chr1	161475257	161487935	P12318-1	+	Fc-gamma-RIIa; FcRII-a	FCGR2A	CD32; FCG2; FCGR2A1; IGFR2
chr1	161479611	161487935	P31995-1	+	Fc-gamma-RIIc; FcRII-c	FCGR2C	CD32; FCG2; IGFR2
chr1	161494448	161496377	P17066	+		HSPA6	HSP70B'
chr1	161512804	161519526	P08637	-	Fc-gamma RIII; Fc-gamma RIIIa; FcRIII; FcRIIIa	FCGR3A	CD16A; FCG3; FCGR3; IGFR3
chr1	161576080	161577181	P48741	+		HSPA7	HSP70B
chr1	161594307	161600884	O75015	-	Fc-gamma RIII; Fc-gamma RIIIb; FcRIII; FcRIIIb	FCGR3B	CD16B; FCG3; FCGR3; IGFR3
chr1	161633031	161645048	P31995-1	+	Fc-gamma-RIIc; FcRII-c	FCGR2C	CD32; FCG2; IGFR2
chr1	161633031	161647340	P31994-1	+	Fc-gamma-RIIb; FcRII-b	FCGR2B	CD32; FCG2; IGFR2
chr1	161677054	161683167	Q7L513-1	+	FcRX	FCRLA	FCRL; FCRL1; FCRLM1; FCRX; FREB
chr1	161692462	161697449	Q6BAA4-1	+	FREB-2; FcRY	FCRLB	FCRL2; FCRLM2; FCRY; FREB2
chr1	161719591	161726734	Q9UNI6	+		DUSP12	
chr1	161736150	161928441	P18850	+	ATF6-alpha	ATF6	
chr1	161953467	161993220	Q68BL8-1	-		OLFML2B	
chr1	162039967	162337254	O75052-1	+		NOS1AP	CAPON; KIAA0464
chr1	162343840	162346580	Q5T0L3	-		SPATA46	C1orf111
chr1	162351691	162353470	A1L170-1	+		C1orf226	
chr1	162367072	162381806	O14796-1	-	EAT-2	SH2D1B	EAT2
chr1	162467790	162492337	Q8TAS1-1	+	P-CIP2	UHMK1	KIS; KIST
chr1	162535858	162569150	Q16222-1	+	AGX	UAP1	SPAG2
chr1	162688853	162750033	Q16832	+		DDR2	NTRKR3; TKT; TYRO10
chr1	162760590	162782207	P56937-1	+	17-beta-HSD 7	HSD17B7	SDR37C1
chr1	162824557	162829436	Q86UF4-1	-		CCDC190	C1orf110
chr1	163039274	163044347	P49798-1	+		RGS4	
chr1	163117134	163172625	O15539-1	-		RGS5	
chr1	163295841	163325256	Q9BZD4	+		NUF2	CDCA1; NUF2R
chr1	164529059	164815910	P40424-1	+		PBX1	PRL
chr1	165173119	165324796	Q8TE12-1	-	LMX-1.1	LMX1A	
chr1	165370502	165414130	P48443	-		RXRG	NR2B3
chr1	165513533	165533058	Q8N7C0	+		LRRC52	
chr1	165619084	165624738	O14880	+		MGST3	
chr1	165632289	165667723	P49189-1	-		ALDH9A1	ALDH4; ALDH7; ALDH9
chr1	165697262	165737988	Q9UM00-1	-		TMCO1	TMCC4
chr1	165797070	165877057	Q9BZX2-1	+		UCK2	UMPK
chr1	166039480	166135485	Q5VT40	-		FAM78B	
chr1	166810193	166819643	Q9P215	+		POGK	KIAA1513
chr1	166826806	166845470	Q96BN2	-	STAF42	TADA1	TADA1L
chr1	166888594	166944505	Q71H61	-		ILDR2	C1orf32
chr1	166958589	166991089	Q96JY0-1	+		MAEL	
chr1	167023573	167059524	Q99795	-		GPA33	
chr1	167064086	167097842	Q5VZP5	+		DUSP27	
chr1	167301714	167385044	P14859-1	+	Oct-1; OTF-1	POU2F1	OCT1; OTF1
chr1	167400920	167487702	P20963-1	-		CD247	CD3Z; T3Z; TCRZ
chr1	167511537	167522978	O75629	-		CREG1	CREG
chr1	167599660	167673930	Q6JBY9-1	+		RCSD1	CAPZIP
chr1	167691388	167757155	O95297-1	+		MPZL1	PZR
chr1	167778917	167874378	Q96PN6-1	-	hsAC; sAC	ADCY10	SAC
chr1	167887563	167905079	O95563	-		MPC2	BRP44
chr1	167906149	168044670	Q58WW2-1	+	ARCAP; NRIP	DCAF6	IQWD1
chr1	168054771	168074088	Q8N6U8-1	-		GPR161	
chr1	168148315	168169281	O75663-1	+	TIP	TIPRL	
chr1	168195317	168211775	O95562	+		SFT2D2	
chr1	168250328	168282237	O60806	+		TBX19	TPIT
chr1	168510192	168513202	Q9UBD3	-		XCL2	SCYC2
chr1	168545875	168550455	P47992	+		XCL1	LTN; SCYC1
chr1	168665789	168698412	Q07507	-	TRAMP	DPT	
chr1	169076067	169100790	P05026-1	+		ATP1B1	ATP1B
chr1	169102025	169336948	Q9Y5B8-1	-		NME7	
chr1	169338760	169356417	Q9H2G9-1	+		BLZF1	JEM1
chr1	169364287	169394165	Q5TID7-1	-		CCDC181	C1orf114
chr1	169435089	169455004	O60779-1	-	TC1	SLC19A2	THT1; TRMA
chr1	169483553	169555624	P12259	-		F5	
chr1	169559388	169599312	P16109	-	GMP-140; LECAM3; PADGEM	SELP	GMRP; GRMP
chr1	169660927	169680639	P14151-1	-	LAM-1; LECAM1	SELL	LNHR; LYAM1
chr1	169694887	169702753	P16581	-	ELAM-1; LECAM2	SELE	ELAM1
chr1	169761720	169762836	O95568	-	AsTP2	METTL18	ASTP2; C1orf156
chr1	169770046	169822125	Q9NSG2-1	+		C1orf112	
chr1	169822856	169857981	Q8IZE3-1	-		SCYL3	PACE1
chr1	169890819	170043608	Q92845-1	-		KIFAP3	KIF3AP; SMAP
chr1	170115248	170136895	Q5VVY1	+	NTM1B	METTL11B	C1orf184; NRMT2
chr1	170501289	170521600	Q5T7V8-1	+	NTKL-BP1; NTKL-binding protein 1; hNTKL-BP1; SCYL1-BP1; SCYL1-binding protein 1	GORAB	NTKLBP1; SCYL1BP1
chr1	170633359	170705324	P54821-1	+	PRX-1	PRRX1	PMX1
chr1	170914697	170967538	Q5TGP6-1	+		MROH9	C1orf129
chr1	171061799	171086579	P31513	+	FMO 3	FMO3	
chr1	171123349	171130532	O60774	+	FMO 6	FMO6P	FMO6
chr1	171154852	171178089	Q99518	+	FMO 2	FMO2	
chr1	171227226	171254680	Q01740-1	+	FMO 1	FMO1	
chr1	171288964	171310975	P31512	+	FMO 4	FMO4	FMO2
chr1	171481227	171557644	Q9Y520-1	+		PRRC2C	BAT2D1; BAT2L2; KIAA1096; XTP2
chr1	171605067	171621751	Q99972	-		MYOC	GLC1A; TIGR
chr1	171673648	171707554	O75379-1	-		VAMP4	
chr1	171751107	171765893	Q8N6R0-5	+		METTL13	KIAA0859
chr1	171810796	172376978	Q9UQ16-1	+		DNM3	KIAA0820
chr1	172390025	172437731	O95561	+		C1orf105	
chr1	172410871	172411762	Q92535	-	PIG-C	PIGC	GPI2
chr1	172502575	172579396	Q9UBS9-1	+		SUCO	C1orf9; CH1; OPT; SLP1
chr1	172628341	172635153	P48023-1	+	APTL; CD95-L; Fas ligand; FasL	FASLG	APT1LG1; CD95L; FASL; TNFSF6
chr1	173010509	173020102	Q9UNG2	-	AITRL; hGITRL	TNFSF18	AITRL; GITRL; TL6
chr1	173155657	173176315	P23510-1	-	OX40L	TNFSF4	TXGP1
chr1	173446536	173456999	P30041	+	1-Cys PRX; aiPLA2; NSGPx	PRDX6	AOP2; KIAA0106
chr1	173470235	173570915	Q5TAH2	-	NHE-11	SLC9C2	SLC9A11
chr1	173579286	173628572	Q5TZF3-1	-		ANKRD45	
chr1	173604660	173606172	A0A1B0GTY4	+		TEX50	
chr1	173685182	173754382	Q9Y2M5-1	+		KLHL20	KLEIP
chr1	173769588	173780437	Q8N0S6-1	-		CENPL	C1orf155; ICEN33
chr1	173794367	173826840	Q6PI48	+	AspRS	DARS2	
chr1	173839363	173855259	Q5TC79-1	+		ZBTB37	
chr1	173873029	173886397	P01008	-		SERPINC1	AT3
chr1	173907861	173962123	Q5TC82-1	-		RC3H1	KIAA2025; RNF198
chr1	174188295	174927039	Q5R372-1	+		RABGAP1L	HHL; KIAA0471
chr1	174417249	174418332	Q9Y2T5	+		GPR52	
chr1	174934083	174959135	B7ZAP0-1	+		RABGAP1L	HHL; KIAA0471
chr1	174969316	174979212	Q9HB71-1	+		CACYBP	S100A6BP; SIP
chr1	174983807	174992544	O60783	-		MRPS14	
chr1	175046554	175116204	Q9UQP3	+	TN-W	TNN	TNW
chr1	175129307	175129766	Q15053	-		KIAA0040	
chr1	175292495	175375850	Q92752-1	-		TNR	
chr1	175914291	176176114	Q8NHY2-1	-	hCOP1	RFWD2	COP1; RNF200
chr1	176525458	176811587	Q9BXP8-1	+	PAPP-A2; PAPP-E	PAPPA2	PLAC3
chr1	176833422	177133812	O14525-1	-		ASTN1	ASTN; KIAA0289
chr1	177199012	177250661	Q9C0B6-1	+		BRINP2	DBCCR1L2; FAM5B; KIAA1747
chr1	177898995	177937116	Q96JE7-1	-	RGPR-p117	SEC16B	KIAA1928; LZTR2; RGPR; SEC16S
chr1	178310730	178442371	Q9UJF2-1	+		RASAL2	NGAP
chr1	178482323	178491572	Q5T0J7-1	+		TEX35	C1orf49
chr1	178745899	178885491	Q86X27-1	+		RALGPS2	
chr1	178820266	178834911	O95841	-	ANG-3	ANGPTL1	ANG3; ANGPT3; ARP1
chr1	179012982	179041276	O75063	+		FAM20B	KIAA0475
chr1	179051263	179064350	Q9H497-1	+		TOR3A	ADIR
chr1	179076855	179198532	P42684-1	-		ABL2	ABLL; ARG
chr1	179271819	179322773	P35610-1	+	ACAT-1	SOAT1	ACACT; ACACT1; ACAT; ACAT1; SOAT; STAT
chr1	179335644	179523651	Q5T1B0-1	+		AXDND1	C1orf125
chr1	179520310	179544999	Q9NP85-1	-		NPHS2	
chr1	179561750	179660075	Q8NAT2-3	+		TDRD5	
chr1	179782232	179783321	Q96GL9	+		FAM163A	C1orf76; NDSP
chr1	179815208	179821800	Q8NFQ8-1	-		TOR1AIP2	IFRG15; LULL1
chr1	179833918	179834311	Q9H496-1	-	IFRG15	TOR1AIP2	IFRG15
chr1	179851637	179887371	Q5JTV8-1	+	LAP1B	TOR1AIP1	LAP1
chr1	179955316	180080293	Q5VT06	+		CEP350	CAP350; KIAA0480
chr1	180124042	180166169	O00391-1	+		QSOX1	QSCN6
chr1	180199664	180243711	Q969G2	+		LHX4	
chr1	180257500	180471401	Q9BR61	-		ACBD6	
chr1	180601337	180853199	Q9UBH6-1	+	X-receptor	XPR1	SYG1; XR
chr1	180882379	180914721	Q5VZ46-1	+		KIAA1614	
chr1	180945708	180991809	O43752-1	-		STX6	
chr1	181003143	181024398	Q95460-1	+		MR1	
chr1	181058038	181059019	Q5VY09	+		IER5	
chr1	181452880	181767967	Q15878-1	+	BII	CACNA1E	CACH6; CACNL1A6
chr1	182025441	182027145	Q5T619	-		ZNF648	
chr1	182353542	182357872	P15104	-		GLUL	GLNS
chr1	182368801	182369620	Q5T9Z0	-	He9	TEDDM1	HE9
chr1	182419300	182525189	A5PLK6-1	+		RGSL1	RGSL; RGSL2
chr1	182544529	182555941	Q05823-1	-	RNase L	RNASEL	RNS4
chr1	182569429	182573394	O15492	-	RGS-r; hRGS-r	RGS16	RGSR
chr1	182615872	182638784	P57771-1	-		RGS8	
chr1	182763506	182798040	Q9BXD5-1	+		NPL	C1orf13
chr1	182811701	182856566	Q08211-1	+	LKP; NDH II	DHX9	DDX9; LKP; NDH2
chr1	182869120	182922268	Q9BZQ2-3	-		SHCBP1L	C1orf14
chr1	182992851	183111922	P11047	+	S-LAM gamma	LAMC1	LAMB2
chr1	183155487	183212532	Q13753-1	+	CSF 140 kDa subunit	LAMC2	LAMB2T; LAMNB2
chr1	183221778	183387402	Q9BZQ4-1	-	NMN adenylyltransferase 2; NaMN adenylyltransferase 2	NMNAT2	C1orf15; KIAA0479
chr1	183441755	183521063	Q92540-1	+	hSMG-7	SMG7	C1orf16; EST1C; KIAA0250
chr1	183525255	183559464	P19878-1	-		NCF2	NOXA2; P67PHOX
chr1	183596669	183604794	O15511-1	-	p16-ARC	ARPC5	ARC16
chr1	183616815	183617916	Q8WW27	-		APOBEC4	C1orf169
chr1	183774431	183895423	Q9NZL6-1	+		RGL1	KIAA0959; RGL
chr1	183907897	184006491	Q8IYK4	-		COLGALT2	C1orf17; GLT25D2; KIAA0584
chr1	184020889	184041978	Q8WW01-1	+	HsSEN15	TSEN15	C1orf19; SEN15
chr1	184446643	184588687	Q9H246	+		C1orf21	
chr1	184663199	184723780	Q9BZQ6-1	-		EDEM3	C1orf22
chr1	184764113	184943488	Q9BZQ8	-		FAM129A	C1orf24; NIBAN
chr1	185056685	185069430	Q99496-1	+	HIP2-interacting protein 3; RING1b	RNF2	BAP1; DING; HIPI3; RING1B
chr1	185089153	185125844	Q7Z2T5-1	-		TRMT1L	C1orf25; TRM1L
chr1	185129973	185259932	Q5T5J6	+		SWT1	C1orf26
chr1	185267169	185278625	Q9Y6Y0	-		IVNS1ABP	ARA3; FLARA3; KIAA0850; NS1; NS1BP
chr1	185703911	186159007	Q96RW7-1	+	FIBL-6	HMCN1	FIBL6
chr1	186266007	186282907	Q92954-1	+		PRG4	MSF; SZP
chr1	186283105	186344160	P12270-1	-		TPR	
chr1	186348917	186388205	Q5SWX8-1	+		ODR4	C1orf27; TTG1; TTG1A
chr1	186370177	186370309	Q9Y5M6	+	TISR	OCLM	
chr1	186413113	186418591	P20941-1	-		PDC	
chr1	186643487	186649422	P35354	-	COX-2; PGH synthase 2; PGHS-2	PTGS2	COX2
chr1	186823486	186957637	P47712	+		PLA2G4A	CPLA2; PLA2G4
chr1	190067150	190424020	Q76B58-1	-		BRINP3	DBCCR1L; DBCCR1L1; FAM5C
chr1	192127767	192153681	Q9NS28	+		RGS18	RGS13
chr1	192312166	192335251	Q2M5E4	+		RGS21	
chr1	192544922	192548449	Q08116-1	+		RGS1	1R20; BL34; IER1
chr1	192613464	192628650	O14921	+		RGS13	
chr1	192778201	192780723	P41220-1	+		RGS2	G0S8
chr1	192985483	193028390	Q9Y5K5-1	-		UCHL5	UCH37
chr1	193038184	193053858	P10155-1	+	SS-A	TROVE2	RO60; SSA2
chr1	193065757	193074512	Q9NS18-1	-		GLRX2	GRX2
chr1	193091330	193219839	Q6P1J9	+		CDC73	C1orf28; HRPT2
chr1	193149426	193150692	O43825	-		B3GALT2	
chr1	196197356	196577439	Q6UVM3-1	-		KCNT2	SLICK
chr1	196621247	196716440	P08603-1	+		CFH	HF; HF1; HF2
chr1	196744016	196762640	Q02985-1	+		CFHR3	CFHL3; FHR3
chr1	196788974	196801126	Q03591	+	H-factor-like 1	CFHR1	CFHL; CFHL1; CFHL1P; CFHR1P; FHR1; HFL1; HFL2
chr1	196857280	196887533	Q92496-1	+		CFHR4	CFHL4; FHR4
chr1	196913010	196928207	P36980-1	+		CFHR2	CFHL2; FHR2; HFL3
chr1	196946794	196977810	Q9BXR6	+		CFHR5	CFHL5; FHR5
chr1	197008510	197036353	P05160	-		F13B	
chr1	197053456	197115567	Q8IZT6-1	-	Asp homolog	ASPM	MCPH5
chr1	197128491	197169603	Q5SVQ8-1	-		ZBTB41	FRBZ1
chr1	197237542	197447006	P82279-1	+		CRB1	
chr1	197479592	197744285	Q6P3S1-1	-		DENND1B	C1orf218; FAM31B
chr1	197871779	197876347	Q5VUE5	+		C1orf53	
chr1	197886953	197898386	Q9NQ69-1	+		LHX9	
chr1	198201710	198288649	Q8TDX7-1	+	NimA-related protein kinase 7	NEK7	
chr1	198492523	198509780	Q96LB4-1	-		ATP6V1G3	ATP6G3
chr1	198608404	198725307	P08575-1	+	L-CA	PTPRC	CD45
chr1	199996975	200143335	O00482-1	+	hB1F; LRH-1	NR5A2	B1F; CPF; FTF
chr1	200376148	200378833	Q9Y2X9-1	-		ZNF281	GZP1; ZBP99
chr1	200522518	200587851	Q15058	-		KIF14	KIAA0042
chr1	200613384	200635868	Q5T1V6-1	-		DDX59	ZNHIT5
chr1	200708955	200827184	Q08AD1-1	+		CAMSAP2	CAMSAP1L1; KIAA1078
chr1	200842165	200843248	O00155	+		GPR25	
chr1	200860668	200882754	Q3KP66-1	+		C1orf106	
chr1	200943225	200992511	O75037-1	-		KIF21B	KIAA0449
chr1	201008961	201081467	Q13698	-		CACNA1S	CACH1; CACN1; CACNL1A3
chr1	201083882	201084500	Q7RTU5	-	bHLHa47	ASCL5	BHLHA47
chr1	201104793	201123051	Q9P0T7	-		TMEM9	DERP4; TMEM9A
chr1	201182568	201197524	Q86VF2-1	+		IGFN1	EEF1A2BP1; KYIP1
chr1	201252830	201297961	Q13835-1	+	B6P	PKP1	
chr1	201328340	201342382	P45379-1	-	cTnT	TNNT2	
chr1	201351018	201368434	O00515	-	LADA	LAD1	LAD
chr1	201379458	201386921	P19237	-		TNNI1	
chr1	201437533	201437914	Q9Y5J5	-		PHLDA3	TIH1
chr1	201453843	201465431	P21291	-	CRP; CRP1; HEL-141	CSRP1	CSRP; CYRP
chr1	201617796	201789057	Q8NEY1-1	+	unc53H1	NAV1	KIAA1151; KIAA1213; POMFIL3; STEERIN1
chr1	201798337	201845179	Q96P70	+	RanBP9	IPO9	IMP9; KIAA1192; RANBP9
chr1	201858122	201860971	Q96DD7	+		SHISA4	C1orf40; TMEM58
chr1	201867502	201915468	P29536-1	-	SM-Lmod	LMOD1	
chr1	201924654	201938679	Q99595	+		TIMM17A	MIMT17; TIM17; TIM17A; TIMM17
chr1	201951794	201974841	Q9H4A4	+		RNPEP	APB
chr1	201980264	201984448	P78545-1	+	ESE-1	ELF3	ERT; ESX; JEN
chr1	202092091	202097681	O60883	+	ETBR-LP-2	GPR37L1	ETBRLP2
chr1	202103597	202113700	Q96BM9	-		ARL8A	ARL10B; GIE2
chr1	202117736	202128530	P35236-1	-	HEPTP	PTPN7	
chr1	202163117	202288332	Q9HBX8-3	+		LGR6	
chr1	202300965	202304882	Q9NPD8	-		UBE2T	
chr1	202317979	202549685	O60237-1	+	Myosin phosphatase target subunit 2	PPP1R12B	MYPT2
chr1	202565887	202574900	Q8N9I0	-	SytII	SYT2	
chr1	202698166	202777433	Q9UGL1-1	-	CT31; RBP2-H1	KDM5B	JARID1B; PLU1; RBBP2H1
chr1	202850108	202858226	P47224	-		RABIF	MSS4; RASGRF3
chr1	202861663	202894290	Q53G59-1	-	hDKIR	KLHL12	C3IP1
chr1	202910703	202920198	Q96A54	-		ADIPOR1	PAQR1; TESBP1A
chr1	202931657	202936333	Q9UHQ9	-		CYB5R1	NQO3A2
chr1	202976593	202992165	Q1AE95	+		TMEM183B	C1orf37-dup
chr1	202976593	202992165	Q8IXX5-1	+		TMEM183A	C1orf37
chr1	203008136	203045515	O75335-3	+	PTPRF-interacting protein alpha-4	PPFIA4	KIAA0897
chr1	203053040	203055089	P15173	-	bHLHc3; Myf-4	MYOG	BHLHC3; MYF4
